age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,subscribed
74,retired,married,basic.4y,no,no,no,4,mon,5,0,nonexistent,-1.8,93.749,-34.6,yes
85,housemaid,married,basic.4y,unknown,no,no,4,tue,6,1,success,-1.8,93.749,-34.6,yes
85,housemaid,married,basic.4y,unknown,yes,no,4,tue,1,2,success,-1.8,93.749,-34.6,yes
75,retired,divorced,high.school,no,no,no,4,tue,1,2,success,-1.8,93.749,-34.6,yes
85,housemaid,married,basic.4y,unknown,yes,no,4,tue,1,1,failure,-1.8,93.749,-34.6,yes
45,management,married,university.degree,no,yes,no,4,tue,3,1,success,-1.8,93.749,-34.6,yes
66,retired,divorced,basic.4y,no,yes,no,4,wed,1,0,nonexistent,-1.8,93.749,-34.6,yes
57,housemaid,married,basic.4y,no,yes,no,4,wed,3,1,failure,-1.8,93.749,-34.6,yes
80,retired,divorced,basic.4y,no,yes,no,4,wed,1,0,nonexistent,-1.8,93.749,-34.6,yes
80,retired,divorced,basic.4y,no,yes,no,4,wed,2,0,nonexistent,-1.8,93.749,-34.6,yes
80,retired,divorced,basic.4y,no,yes,yes,4,wed,2,0,nonexistent,-1.8,93.749,-34.6,yes
57,housemaid,married,basic.4y,no,no,no,4,wed,2,1,success,-1.8,93.749,-34.6,yes
58,unemployed,married,basic.9y,no,yes,no,4,thu,1,1,success,-1.8,93.749,-34.6,yes
53,housemaid,married,university.degree,no,yes,no,4,thu,1,1,success,-1.8,93.749,-34.6,yes
57,retired,married,high.school,no,yes,no,4,thu,2,0,nonexistent,-1.8,93.749,-34.6,yes
77,retired,married,high.school,no,yes,no,4,thu,7,0,nonexistent,-1.8,93.749,-34.6,yes
80,retired,divorced,basic.4y,no,yes,yes,4,thu,1,2,success,-1.8,93.749,-34.6,yes
43,admin.,divorced,university.degree,no,no,no,4,fri,4,0,nonexistent,-1.8,93.749,-34.6,yes
41,admin.,married,university.degree,no,yes,no,4,fri,1,0,nonexistent,-1.8,93.749,-34.6,yes
47,admin.,married,high.school,no,yes,no,4,fri,1,1,failure,-1.8,93.749,-34.6,yes
73,retired,single,professional.course,no,no,no,4,fri,1,3,success,-1.8,93.749,-34.6,yes
26,student,single,high.school,no,yes,yes,4,fri,1,2,success,-1.8,93.749,-34.6,yes
46,admin.,married,high.school,no,no,no,4,mon,3,0,nonexistent,-1.8,93.749,-34.6,yes
38,management,divorced,university.degree,no,yes,no,4,mon,2,1,success,-1.8,93.749,-34.6,yes
32,technician,married,professional.course,no,no,no,4,mon,2,0,nonexistent,-1.8,93.749,-34.6,yes
29,technician,married,university.degree,no,yes,no,4,mon,1,1,failure,-1.8,93.749,-34.6,yes
20,student,single,high.school,no,no,no,4,mon,1,3,failure,-1.8,93.749,-34.6,yes
71,retired,married,basic.4y,no,no,no,4,mon,2,1,success,-1.8,93.749,-34.6,yes
39,management,married,university.degree,no,no,no,4,tue,1,2,failure,-1.8,93.749,-34.6,yes
37,admin.,married,high.school,no,no,no,4,tue,2,0,nonexistent,-1.8,93.749,-34.6,yes
30,admin.,single,university.degree,no,yes,no,4,tue,1,0,nonexistent,-1.8,93.749,-34.6,yes
44,management,married,university.degree,no,no,no,4,tue,2,1,failure,-1.8,93.749,-34.6,yes
29,services,single,high.school,no,no,no,4,tue,1,0,nonexistent,-1.8,93.749,-34.6,yes
48,technician,single,professional.course,no,yes,no,4,tue,3,0,nonexistent,-1.8,93.749,-34.6,yes
52,admin.,married,university.degree,no,yes,no,4,wed,2,1,success,-1.8,93.749,-34.6,yes
52,admin.,married,university.degree,no,yes,no,4,wed,1,1,success,-1.8,93.749,-34.6,yes
28,admin.,single,university.degree,no,yes,no,4,wed,2,4,success,-1.8,93.749,-34.6,yes
33,admin.,married,university.degree,no,yes,no,4,wed,1,1,success,-1.8,93.749,-34.6,yes
52,admin.,married,university.degree,no,no,no,4,wed,2,0,nonexistent,-1.8,93.749,-34.6,yes
50,admin.,married,basic.9y,no,yes,no,4,thu,3,0,nonexistent,-1.8,93.749,-34.6,yes
29,services,single,university.degree,no,yes,no,4,thu,2,0,nonexistent,-1.8,93.749,-34.6,yes
38,admin.,single,high.school,no,yes,no,4,thu,1,1,success,-1.8,93.749,-34.6,yes
31,self-employed,single,university.degree,no,no,no,4,thu,1,0,nonexistent,-1.8,93.749,-34.6,yes
37,technician,married,professional.course,no,no,no,4,thu,1,1,success,-1.8,93.749,-34.6,yes
35,admin.,single,university.degree,no,yes,no,4,thu,2,0,nonexistent,-1.8,93.749,-34.6,yes
29,services,single,university.degree,no,yes,no,4,thu,5,0,nonexistent,-1.8,93.749,-34.6,yes
52,admin.,married,university.degree,no,no,yes,4,thu,3,0,nonexistent,-1.8,93.749,-34.6,yes
33,admin.,single,university.degree,no,yes,no,4,thu,3,0,nonexistent,-1.8,93.749,-34.6,yes
38,admin.,single,high.school,no,yes,yes,4,thu,1,1,success,-1.8,93.749,-34.6,yes
36,blue-collar,married,university.degree,no,no,no,4,fri,1,1,success,-1.8,93.749,-34.6,yes
35,admin.,married,university.degree,no,no,yes,4,fri,3,1,failure,-1.8,93.749,-34.6,yes
31,student,single,university.degree,no,yes,yes,4,fri,1,2,success,-1.8,93.749,-34.6,yes
21,student,single,high.school,no,yes,no,4,fri,1,0,nonexistent,-1.8,93.749,-34.6,yes
39,admin.,married,high.school,no,yes,no,5,tue,1,2,success,-1.8,93.876,-40.0,yes
48,blue-collar,married,basic.9y,no,yes,no,5,tue,1,3,success,-1.8,93.876,-40.0,yes
18,student,single,university.degree,no,yes,no,5,tue,1,1,success,-1.8,93.876,-40.0,yes
18,student,single,university.degree,no,yes,no,5,tue,1,1,success,-1.8,93.876,-40.0,yes
43,technician,single,professional.course,no,no,no,5,tue,2,2,success,-1.8,93.876,-40.0,yes
52,admin.,married,university.degree,no,yes,no,5,tue,2,0,nonexistent,-1.8,93.876,-40.0,yes
24,student,single,high.school,no,yes,no,5,tue,2,2,success,-1.8,93.876,-40.0,yes
52,technician,married,university.degree,no,no,yes,5,tue,1,2,success,-1.8,93.876,-40.0,yes
51,services,married,high.school,no,no,no,5,tue,1,1,failure,-1.8,93.876,-40.0,yes
32,student,single,university.degree,no,yes,no,5,wed,2,0,nonexistent,-1.8,93.876,-40.0,yes
24,student,single,high.school,no,no,no,5,wed,1,2,success,-1.8,93.876,-40.0,yes
24,student,single,high.school,no,yes,no,5,wed,1,5,success,-1.8,93.876,-40.0,yes
52,admin.,married,university.degree,no,yes,no,5,wed,1,0,nonexistent,-1.8,93.876,-40.0,yes
29,admin.,single,university.degree,no,yes,no,5,wed,1,1,failure,-1.8,93.876,-40.0,yes
20,student,single,university.degree,no,yes,no,5,wed,4,0,nonexistent,-1.8,93.876,-40.0,yes
72,retired,married,basic.4y,no,yes,no,5,wed,4,0,nonexistent,-1.8,93.876,-40.0,yes
37,technician,married,university.degree,no,yes,no,5,thu,1,4,success,-1.8,93.876,-40.0,yes
33,services,married,high.school,no,no,no,5,thu,1,1,failure,-1.8,93.876,-40.0,yes
52,admin.,married,university.degree,no,yes,yes,5,thu,1,5,success,-1.8,93.876,-40.0,yes
52,admin.,married,university.degree,no,no,no,5,thu,1,0,nonexistent,-1.8,93.876,-40.0,yes
52,admin.,married,university.degree,no,no,no,5,thu,1,2,success,-1.8,93.876,-40.0,yes
52,technician,married,university.degree,no,no,no,5,thu,1,4,success,-1.8,93.876,-40.0,yes
31,student,single,university.degree,no,no,no,5,thu,2,1,failure,-1.8,93.876,-40.0,yes
37,management,married,high.school,no,no,no,5,fri,3,0,nonexistent,-1.8,93.876,-40.0,yes
44,technician,married,university.degree,no,yes,no,5,fri,2,1,success,-1.8,93.876,-40.0,yes
30,student,single,high.school,no,no,no,5,fri,3,0,nonexistent,-1.8,93.876,-40.0,yes
30,student,single,high.school,no,no,no,5,fri,2,2,success,-1.8,93.876,-40.0,yes
44,admin.,single,university.degree,no,yes,no,5,fri,4,1,success,-1.8,93.876,-40.0,yes
22,student,single,university.degree,no,yes,no,5,mon,2,2,success,-1.8,93.876,-40.0,yes
38,entrepreneur,married,professional.course,no,yes,no,5,mon,6,4,success,-1.8,93.876,-40.0,yes
56,technician,married,professional.course,no,yes,no,5,mon,5,0,nonexistent,-1.8,93.876,-40.0,yes
59,admin.,divorced,basic.4y,no,yes,no,5,wed,1,0,nonexistent,-1.8,93.876,-40.0,yes
58,admin.,married,high.school,no,yes,no,5,wed,1,1,success,-1.8,93.876,-40.0,yes
50,admin.,married,university.degree,no,yes,no,5,wed,2,3,success,-1.8,93.876,-40.0,yes
77,retired,married,university.degree,no,yes,no,5,wed,1,4,success,-1.8,93.876,-40.0,yes
66,blue-collar,married,university.degree,no,yes,no,5,wed,2,2,success,-1.8,93.876,-40.0,yes
61,management,married,university.degree,no,no,no,5,wed,2,1,failure,-1.8,93.876,-40.0,yes
48,unemployed,married,professional.course,no,no,no,5,wed,1,3,success,-1.8,93.876,-40.0,yes
48,unemployed,married,professional.course,no,yes,no,5,wed,1,2,success,-1.8,93.876,-40.0,yes
40,technician,married,professional.course,no,yes,no,5,wed,1,4,success,-1.8,93.876,-40.0,yes
60,admin.,married,university.degree,no,yes,no,5,wed,1,2,success,-1.8,93.876,-40.0,yes
48,unemployed,married,professional.course,no,no,no,5,wed,1,1,success,-1.8,93.876,-40.0,yes
77,retired,married,university.degree,no,yes,no,5,wed,1,4,success,-1.8,93.876,-40.0,yes
45,blue-collar,married,professional.course,no,yes,no,5,thu,1,2,success,-1.8,93.876,-40.0,yes
58,management,married,university.degree,no,no,no,5,thu,1,4,success,-1.8,93.876,-40.0,yes
31,admin.,married,university.degree,no,yes,no,5,thu,1,1,success,-1.8,93.876,-40.0,yes
41,unemployed,married,basic.9y,no,yes,no,5,thu,1,4,success,-1.8,93.876,-40.0,yes
28,admin.,single,high.school,no,yes,no,5,thu,1,1,success,-1.8,93.876,-40.0,yes
29,admin.,single,university.degree,no,no,no,5,thu,1,3,success,-1.8,93.876,-40.0,yes
39,services,married,high.school,no,yes,no,5,thu,2,3,success,-1.8,93.876,-40.0,yes
70,retired,married,basic.4y,no,yes,no,5,thu,1,2,success,-1.8,93.876,-40.0,yes
40,admin.,single,basic.9y,no,yes,no,5,thu,1,3,success,-1.8,93.876,-40.0,yes
40,admin.,single,basic.9y,no,yes,no,5,thu,1,3,success,-1.8,93.876,-40.0,yes
60,management,married,university.degree,no,yes,no,5,thu,3,5,success,-1.8,93.876,-40.0,yes
29,admin.,married,university.degree,no,yes,yes,5,fri,3,2,failure,-1.8,93.876,-40.0,yes
52,management,married,university.degree,no,no,no,5,fri,2,1,success,-1.8,93.876,-40.0,yes
30,admin.,single,high.school,no,yes,no,5,fri,5,0,nonexistent,-1.8,93.876,-40.0,yes
68,retired,married,basic.4y,no,yes,yes,5,fri,1,1,success,-1.8,93.876,-40.0,yes
33,technician,married,professional.course,no,yes,no,5,fri,4,4,success,-1.8,93.876,-40.0,yes
76,retired,married,basic.4y,no,yes,no,5,fri,2,2,success,-1.8,93.876,-40.0,yes
65,admin.,married,university.degree,no,yes,no,5,fri,3,1,failure,-1.8,93.876,-40.0,yes
52,management,married,university.degree,no,yes,no,5,fri,3,3,success,-1.8,93.876,-40.0,yes
33,admin.,single,university.degree,no,yes,no,5,fri,5,0,nonexistent,-1.8,93.876,-40.0,yes
71,admin.,married,basic.4y,no,yes,yes,5,fri,4,2,success,-1.8,93.876,-40.0,yes
29,student,single,university.degree,no,yes,no,5,mon,1,1,failure,-1.8,93.876,-40.0,yes
33,admin.,married,university.degree,no,yes,no,5,mon,1,2,success,-1.8,93.876,-40.0,yes
60,blue-collar,married,basic.4y,no,yes,no,5,mon,2,2,success,-1.8,93.876,-40.0,yes
63,retired,married,professional.course,no,yes,yes,5,mon,2,1,success,-1.8,93.876,-40.0,yes
33,technician,married,university.degree,no,yes,no,5,mon,1,0,nonexistent,-1.8,93.876,-40.0,yes
74,retired,divorced,university.degree,no,yes,no,5,tue,1,0,nonexistent,-1.8,93.876,-40.0,yes
47,services,divorced,university.degree,no,yes,yes,5,tue,1,3,failure,-1.8,93.876,-40.0,yes
50,unemployed,married,high.school,no,no,no,5,tue,3,0,nonexistent,-1.8,93.876,-40.0,yes
48,self-employed,divorced,university.degree,no,no,no,5,wed,3,0,nonexistent,-1.8,93.876,-40.0,yes
28,student,single,high.school,no,no,yes,5,wed,1,5,success,-1.8,93.876,-40.0,yes
68,retired,married,professional.course,no,no,yes,5,thu,1,1,failure,-1.8,93.876,-40.0,yes
46,admin.,married,university.degree,no,no,no,5,thu,1,0,nonexistent,-1.8,93.876,-40.0,yes
31,admin.,married,professional.course,no,yes,yes,5,thu,2,0,nonexistent,-1.8,93.876,-40.0,yes
58,management,married,university.degree,no,yes,no,5,thu,2,0,nonexistent,-1.8,93.876,-40.0,yes
46,admin.,married,university.degree,no,no,no,5,thu,3,0,nonexistent,-1.8,93.876,-40.0,yes
28,student,single,university.degree,no,unknown,unknown,5,fri,3,2,success,-1.8,93.876,-40.0,yes
31,services,single,basic.9y,no,yes,no,5,fri,4,0,nonexistent,-1.8,93.876,-40.0,yes
61,blue-collar,married,basic.6y,no,yes,yes,5,fri,1,2,success,-1.8,93.876,-40.0,yes
41,management,married,university.degree,no,yes,no,5,fri,1,2,failure,-1.8,93.876,-40.0,yes
34,admin.,married,university.degree,no,yes,no,5,fri,3,3,failure,-1.8,93.876,-40.0,yes
45,self-employed,married,high.school,no,no,no,5,fri,1,1,failure,-1.8,93.876,-40.0,yes
28,student,single,university.degree,no,unknown,unknown,5,fri,2,0,nonexistent,-1.8,93.876,-40.0,yes
24,unemployed,single,high.school,no,no,yes,5,mon,2,0,nonexistent,-1.8,93.876,-40.0,yes
80,retired,married,basic.4y,no,no,no,5,mon,1,3,success,-1.8,93.876,-40.0,yes
24,unemployed,single,high.school,no,yes,no,5,mon,1,2,failure,-1.8,93.876,-40.0,yes
76,retired,divorced,basic.4y,no,yes,no,5,mon,1,1,failure,-1.8,93.876,-40.0,yes
45,technician,single,university.degree,no,no,no,5,tue,2,1,failure,-1.8,93.876,-40.0,yes
20,student,single,university.degree,no,no,no,5,tue,2,5,success,-1.8,93.876,-40.0,yes
20,student,single,university.degree,no,no,no,5,tue,2,1,success,-1.8,93.876,-40.0,yes
36,admin.,married,university.degree,no,no,no,5,tue,4,0,nonexistent,-1.8,93.876,-40.0,yes
36,admin.,married,university.degree,no,yes,no,5,tue,1,0,nonexistent,-1.8,93.876,-40.0,yes
77,retired,divorced,basic.4y,no,no,no,5,tue,1,0,nonexistent,-1.8,93.876,-40.0,yes
22,student,single,high.school,no,yes,no,5,tue,1,0,nonexistent,-1.8,93.876,-40.0,yes
46,blue-collar,married,professional.course,no,yes,no,5,wed,1,0,nonexistent,-1.8,93.876,-40.0,yes
69,retired,married,high.school,no,no,no,5,wed,1,1,success,-1.8,93.876,-40.0,yes
92,retired,divorced,university.degree,unknown,no,no,5,wed,3,1,failure,-1.8,93.876,-40.0,yes
64,housemaid,married,university.degree,no,yes,no,5,wed,3,0,nonexistent,-1.8,93.876,-40.0,yes
31,technician,divorced,university.degree,no,no,no,5,wed,3,3,success,-1.8,93.876,-40.0,yes
28,admin.,single,university.degree,no,no,no,5,wed,2,2,success,-1.8,93.876,-40.0,yes
28,admin.,married,high.school,no,no,yes,5,wed,2,0,nonexistent,-1.8,93.876,-40.0,yes
70,retired,divorced,high.school,no,yes,no,5,wed,2,2,success,-1.8,93.876,-40.0,yes
29,services,single,high.school,no,yes,no,5,thu,1,0,nonexistent,-1.8,93.876,-40.0,yes
60,retired,married,high.school,no,no,no,5,thu,3,1,success,-1.8,93.876,-40.0,yes
49,technician,married,university.degree,no,yes,no,5,thu,1,0,nonexistent,-1.8,93.876,-40.0,yes
36,admin.,married,university.degree,no,yes,yes,5,thu,1,2,success,-1.8,93.876,-40.0,yes
37,student,divorced,university.degree,no,yes,no,5,thu,1,1,failure,-1.8,93.876,-40.0,yes
43,technician,married,professional.course,no,no,no,5,thu,1,1,failure,-1.8,93.876,-40.0,yes
38,admin.,single,basic.9y,no,no,no,5,thu,2,0,nonexistent,-1.8,93.876,-40.0,yes
37,student,divorced,university.degree,no,yes,yes,5,thu,2,0,nonexistent,-1.8,93.876,-40.0,yes
61,admin.,married,university.degree,no,no,no,5,thu,3,2,success,-1.8,93.876,-40.0,yes
22,student,single,high.school,unknown,yes,yes,5,thu,2,1,success,-1.8,93.876,-40.0,yes
32,services,single,university.degree,no,no,yes,5,fri,3,0,nonexistent,-1.8,93.876,-40.0,yes
29,technician,married,professional.course,no,no,no,5,fri,2,2,failure,-1.8,93.876,-40.0,yes
30,admin.,single,university.degree,no,unknown,unknown,5,fri,3,0,nonexistent,-1.8,93.876,-40.0,yes
33,admin.,married,university.degree,no,yes,no,5,fri,3,0,nonexistent,-1.8,93.876,-40.0,yes
56,unemployed,married,basic.9y,no,no,no,5,mon,1,1,failure,-1.8,93.876,-40.0,yes
27,student,single,basic.9y,no,yes,yes,5,mon,1,0,nonexistent,-1.8,93.876,-40.0,yes
31,admin.,single,high.school,no,no,no,5,mon,1,0,nonexistent,-1.8,93.876,-40.0,yes
29,admin.,married,university.degree,no,yes,no,6,tue,1,0,nonexistent,-1.7,94.055,-39.8,yes
25,services,single,university.degree,no,yes,no,6,tue,1,0,nonexistent,-1.7,94.055,-39.8,yes
25,services,single,university.degree,no,yes,no,6,tue,1,2,failure,-1.7,94.055,-39.8,yes
76,housemaid,married,basic.4y,no,yes,no,6,tue,1,1,failure,-1.7,94.055,-39.8,yes
25,services,single,university.degree,no,yes,no,6,tue,2,3,success,-1.7,94.055,-39.8,yes
29,admin.,married,university.degree,no,no,yes,6,tue,3,1,success,-1.7,94.055,-39.8,yes
76,housemaid,married,basic.4y,no,no,no,6,tue,5,0,nonexistent,-1.7,94.055,-39.8,yes
51,technician,married,university.degree,no,yes,no,6,tue,1,1,success,-1.7,94.055,-39.8,yes
39,technician,married,university.degree,no,no,yes,6,tue,2,1,failure,-1.7,94.055,-39.8,yes
22,admin.,single,university.degree,no,no,no,6,wed,1,1,success,-1.7,94.055,-39.8,yes
48,admin.,divorced,high.school,no,no,no,6,wed,1,1,success,-1.7,94.055,-39.8,yes
29,technician,single,professional.course,no,yes,no,6,wed,2,1,success,-1.7,94.055,-39.8,yes
34,admin.,married,high.school,no,yes,no,6,wed,1,2,success,-1.7,94.055,-39.8,yes
32,unemployed,single,professional.course,no,yes,yes,6,wed,1,0,nonexistent,-1.7,94.055,-39.8,yes
47,admin.,divorced,high.school,no,yes,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
35,technician,single,professional.course,no,yes,no,6,tue,1,2,success,-1.7,94.055,-39.8,yes
47,blue-collar,married,basic.9y,no,unknown,unknown,6,tue,1,0,nonexistent,-1.7,94.055,-39.8,yes
34,technician,married,high.school,no,yes,no,6,wed,1,4,success,-1.7,94.055,-39.8,yes
29,admin.,single,university.degree,no,yes,no,6,wed,1,3,success,-1.7,94.055,-39.8,yes
34,admin.,married,university.degree,no,no,no,6,wed,1,2,success,-1.7,94.055,-39.8,yes
33,admin.,single,university.degree,no,no,no,6,wed,1,1,success,-1.7,94.055,-39.8,yes
44,technician,married,university.degree,no,yes,no,6,wed,1,3,failure,-1.7,94.055,-39.8,yes
44,technician,married,university.degree,no,no,no,6,wed,2,1,failure,-1.7,94.055,-39.8,yes
28,services,married,high.school,no,no,yes,6,wed,2,2,success,-1.7,94.055,-39.8,yes
29,admin.,single,university.degree,no,no,no,6,wed,2,4,success,-1.7,94.055,-39.8,yes
37,admin.,married,university.degree,no,unknown,unknown,6,fri,1,1,success,-1.7,94.055,-39.8,yes
50,management,married,university.degree,no,no,no,6,mon,5,1,success,-1.7,94.055,-39.8,yes
36,management,divorced,university.degree,no,yes,no,6,mon,1,4,success,-1.7,94.055,-39.8,yes
23,student,single,high.school,no,yes,no,6,mon,1,1,success,-1.7,94.055,-39.8,yes
39,technician,married,university.degree,no,yes,no,6,mon,1,5,success,-1.7,94.055,-39.8,yes
89,retired,divorced,basic.4y,no,no,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
30,self-employed,married,university.degree,no,yes,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
21,student,single,high.school,no,yes,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
30,self-employed,married,university.degree,no,no,no,6,mon,4,0,nonexistent,-1.7,94.055,-39.8,yes
36,self-employed,single,university.degree,no,no,yes,6,mon,1,4,success,-1.7,94.055,-39.8,yes
39,technician,married,university.degree,no,yes,no,6,mon,2,0,nonexistent,-1.7,94.055,-39.8,yes
59,unemployed,married,basic.4y,no,yes,no,6,mon,1,2,success,-1.7,94.055,-39.8,yes
35,admin.,single,university.degree,no,yes,no,6,mon,1,1,success,-1.7,94.055,-39.8,yes
22,student,single,high.school,no,no,yes,6,mon,1,2,failure,-1.7,94.055,-39.8,yes
29,self-employed,single,university.degree,no,yes,no,6,mon,2,1,failure,-1.7,94.055,-39.8,yes
25,student,single,high.school,no,no,no,6,mon,2,0,nonexistent,-1.7,94.055,-39.8,yes
31,technician,married,professional.course,no,yes,no,6,tue,2,1,success,-1.7,94.055,-39.8,yes
29,admin.,married,high.school,no,yes,no,6,tue,2,1,success,-1.7,94.055,-39.8,yes
56,management,married,basic.6y,no,yes,no,6,tue,1,2,success,-1.7,94.055,-39.8,yes
60,housemaid,married,basic.4y,no,yes,no,6,tue,3,1,failure,-1.7,94.055,-39.8,yes
31,technician,married,professional.course,no,yes,no,6,tue,5,2,success,-1.7,94.055,-39.8,yes
31,technician,married,professional.course,no,yes,no,6,tue,1,0,nonexistent,-1.7,94.055,-39.8,yes
29,admin.,married,high.school,no,yes,no,6,wed,1,1,failure,-1.7,94.055,-39.8,yes
29,admin.,married,high.school,no,yes,no,6,wed,3,0,nonexistent,-1.7,94.055,-39.8,yes
24,student,single,high.school,no,no,no,6,wed,6,1,success,-1.7,94.055,-39.8,yes
28,management,single,university.degree,no,yes,no,6,thu,3,2,success,-1.7,94.055,-39.8,yes
28,management,single,university.degree,no,yes,no,6,thu,1,1,success,-1.7,94.055,-39.8,yes
43,blue-collar,married,professional.course,no,yes,yes,6,thu,1,0,nonexistent,-1.7,94.055,-39.8,yes
28,management,single,university.degree,no,yes,no,6,thu,1,0,nonexistent,-1.7,94.055,-39.8,yes
78,retired,divorced,university.degree,no,no,no,6,thu,4,0,nonexistent,-1.7,94.055,-39.8,yes
24,student,single,high.school,no,no,yes,6,thu,2,2,failure,-1.7,94.055,-39.8,yes
78,retired,divorced,university.degree,no,no,no,6,thu,1,0,nonexistent,-1.7,94.055,-39.8,yes
65,admin.,married,university.degree,no,yes,no,6,thu,2,2,success,-1.7,94.055,-39.8,yes
70,blue-collar,married,basic.4y,no,no,yes,6,fri,1,1,success,-1.7,94.055,-39.8,yes
30,admin.,married,high.school,no,yes,no,6,fri,1,1,success,-1.7,94.055,-39.8,yes
36,management,married,university.degree,no,no,no,6,tue,1,2,success,-1.7,94.055,-39.8,yes
36,management,married,university.degree,no,no,no,6,tue,1,2,success,-1.7,94.055,-39.8,yes
32,admin.,single,university.degree,no,no,no,6,tue,1,2,success,-1.7,94.055,-39.8,yes
36,admin.,single,university.degree,no,no,no,6,wed,1,1,success,-1.7,94.055,-39.8,yes
36,blue-collar,single,high.school,no,yes,yes,6,wed,2,1,success,-1.7,94.055,-39.8,yes
36,admin.,single,university.degree,no,yes,yes,6,wed,1,0,nonexistent,-1.7,94.055,-39.8,yes
36,blue-collar,single,high.school,no,no,no,6,wed,1,1,success,-1.7,94.055,-39.8,yes
37,admin.,married,high.school,no,no,no,6,wed,3,0,nonexistent,-1.7,94.055,-39.8,yes
59,technician,married,professional.course,no,no,no,6,thu,4,1,failure,-1.7,94.055,-39.8,yes
44,self-employed,divorced,professional.course,no,yes,no,6,thu,1,0,nonexistent,-1.7,94.055,-39.8,yes
69,retired,divorced,professional.course,no,no,no,6,fri,6,2,failure,-1.7,94.055,-39.8,yes
37,technician,single,university.degree,no,yes,no,6,fri,1,2,failure,-1.7,94.055,-39.8,yes
23,student,single,basic.6y,no,no,no,6,fri,1,1,success,-1.7,94.055,-39.8,yes
83,retired,divorced,basic.4y,no,no,yes,6,fri,2,0,nonexistent,-1.7,94.055,-39.8,yes
27,admin.,single,university.degree,no,yes,no,6,fri,2,1,failure,-1.7,94.055,-39.8,yes
37,unemployed,married,university.degree,unknown,yes,no,6,mon,3,2,success,-1.7,94.055,-39.8,yes
51,admin.,married,university.degree,no,no,no,6,mon,4,0,nonexistent,-1.7,94.055,-39.8,yes
51,admin.,married,university.degree,no,yes,no,6,mon,3,3,success,-1.7,94.055,-39.8,yes
53,management,divorced,university.degree,no,no,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
51,blue-collar,married,basic.4y,no,no,yes,6,mon,1,1,success,-1.7,94.055,-39.8,yes
34,admin.,single,university.degree,no,yes,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
32,blue-collar,single,high.school,no,no,no,6,mon,1,2,success,-1.7,94.055,-39.8,yes
37,self-employed,married,university.degree,no,no,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
37,unemployed,married,university.degree,unknown,no,no,6,mon,1,0,nonexistent,-1.7,94.055,-39.8,yes
62,blue-collar,married,high.school,no,yes,no,6,mon,4,3,success,-1.7,94.055,-39.8,yes
38,technician,single,university.degree,no,yes,no,6,mon,6,0,nonexistent,-1.7,94.055,-39.8,yes
36,management,married,university.degree,no,no,no,6,tue,1,1,failure,-1.7,94.055,-39.8,yes
34,unemployed,single,university.degree,no,no,no,6,tue,1,0,nonexistent,-1.7,94.055,-39.8,yes
76,retired,married,professional.course,unknown,yes,no,6,tue,1,1,success,-1.7,94.055,-39.8,yes
76,retired,married,professional.course,unknown,yes,no,6,tue,1,2,success,-1.7,94.055,-39.8,yes
56,retired,married,high.school,no,no,no,6,tue,1,1,success,-1.7,94.055,-39.8,yes
64,retired,married,professional.course,no,no,no,6,tue,1,3,failure,-1.7,94.055,-39.8,yes
27,admin.,single,high.school,no,no,no,6,tue,2,0,nonexistent,-1.7,94.055,-39.8,yes
25,student,single,high.school,no,yes,yes,6,tue,2,3,success,-1.7,94.055,-39.8,yes
38,entrepreneur,married,basic.6y,no,no,no,6,tue,1,3,success,-1.7,94.055,-39.8,yes
27,admin.,single,high.school,no,no,no,6,tue,2,0,nonexistent,-1.7,94.055,-39.8,yes
34,unemployed,single,university.degree,no,yes,no,6,tue,2,0,nonexistent,-1.7,94.055,-39.8,yes
26,admin.,married,high.school,no,no,no,6,wed,4,3,failure,-1.7,94.055,-39.8,yes
27,admin.,single,university.degree,no,yes,no,6,wed,4,2,success,-1.7,94.055,-39.8,yes
30,technician,single,university.degree,no,yes,no,6,wed,1,2,failure,-1.7,94.055,-39.8,yes
33,services,married,high.school,no,yes,no,6,wed,2,2,success,-1.7,94.055,-39.8,yes
56,retired,married,basic.4y,no,yes,no,6,wed,2,2,success,-1.7,94.055,-39.8,yes
86,retired,single,basic.9y,unknown,no,no,6,wed,1,0,nonexistent,-1.7,94.055,-39.8,yes
21,student,single,high.school,no,yes,yes,6,wed,2,0,nonexistent,-1.7,94.055,-39.8,yes
26,admin.,married,high.school,no,yes,yes,6,wed,2,1,failure,-1.7,94.055,-39.8,yes
66,retired,married,basic.4y,no,no,yes,6,wed,2,0,nonexistent,-1.7,94.055,-39.8,yes
26,admin.,married,high.school,no,no,no,6,wed,5,0,nonexistent,-1.7,94.055,-39.8,yes
60,management,married,university.degree,no,yes,yes,7,thu,1,2,success,-1.7,94.215,-40.3,yes
37,admin.,single,high.school,no,no,no,7,thu,2,3,success,-1.7,94.215,-40.3,yes
